date,asset,weight
20230828,000514.XSHE,0
20230828,000516.XSHE,0
20230828,000517.XSHE,0
20230828,000518.XSHE,5.63E-05
20230828,000519.XSHE,0
20230828,000520.XSHE,0
20230828,000521.XSHE,0
20230828,000523.XSHE,0.000121833
20230828,000524.XSHE,0.000230967
20230828,000525.XSHE,0.000267621
20230828,000526.XSHE,0
20230828,000528.XSHE,0
20230828,000529.XSHE,0
20230828,000530.XSHE,0.00045413
20230828,000531.XSHE,0.000606208
20230828,000532.XSHE,0
20230828,000533.XSHE,0.000591713
20230828,000534.XSHE,0.00020417
20230828,000536.XSHE,0.000117776
20230828,000537.XSHE,0
20230828,000538.XSHE,0
20230828,000539.XSHE,0
20230828,000541.XSHE,0.000160823
20230828,000543.XSHE,0
20230828,000544.XSHE,0
20230828,000545.XSHE,0.000641966
20230828,000546.XSHE,0
20230828,000547.XSHE,0
20230828,000548.XSHE,0.000679398
20230828,000550.XSHE,0
20230828,000551.XSHE,0.001195923
20230828,000552.XSHE,0
20230828,000553.XSHE,0
20230828,000554.XSHE,0.000110033
20230828,000555.XSHE,0
20230828,000557.XSHE,0
20230828,000558.XSHE,0
20230828,000559.XSHE,0
20230828,000560.XSHE,0
20230828,000561.XSHE,4.73E-05
20230828,000563.XSHE,0
20230828,000564.XSHE,0
20230828,000565.XSHE,0
20230828,000566.XSHE,0
20230828,000567.XSHE,0.00020461
20230828,000568.XSHE,0
20230828,000570.XSHE,0.001135485
20230828,000571.XSHE,0.000795912
20230828,000572.XSHE,0
20230828,000573.XSHE,0
20230828,000576.XSHE,0.000358874
20230828,000581.XSHE,0
20230828,000582.XSHE,0
20230828,000584.XSHE,0.000289254
20230828,000586.XSHE,0
20230828,000589.XSHE,0
20230828,000590.XSHE,0
20230828,000591.XSHE,0
20230828,000592.XSHE,0
20230828,000593.XSHE,0
20230828,000595.XSHE,0
20230828,000596.XSHE,0
20230828,000597.XSHE,0
20230828,000598.XSHE,0
20230828,000599.XSHE,0.000526598
20230828,000600.XSHE,0
20230828,000601.XSHE,0.000362096
20230828,000603.XSHE,0
20230828,000605.XSHE,0
20230828,000607.XSHE,0
20230828,000608.XSHE,0
20230828,000609.XSHE,0
20230828,000610.XSHE,0
20230828,000612.XSHE,0
20230828,000615.XSHE,0.001506096
20230828,000617.XSHE,0
20230828,000619.XSHE,0.000242334
20230828,000620.XSHE,0.00071068
20230828,000622.XSHE,0.00043639
20230828,000623.XSHE,0
20230828,000625.XSHE,0
20230828,000626.XSHE,0.000556814
20230828,000627.XSHE,0
20230828,000628.XSHE,0
20230828,000629.XSHE,0
20230828,000630.XSHE,0
20230828,000631.XSHE,0
20230828,000632.XSHE,0.000575323
20230828,000633.XSHE,0.000426852
20230828,000635.XSHE,0.000839674
20230828,000636.XSHE,0
20230828,000637.XSHE,0.000719079
20230828,000638.XSHE,0
20230828,000639.XSHE,0.000724471
20230828,000650.XSHE,0
20230828,000651.XSHE,0
20230828,000652.XSHE,0
20230828,000655.XSHE,0.000373324
20230828,000656.XSHE,0
20230828,000657.XSHE,1.14E-05
20230828,000659.XSHE,0.000299262
20230828,000661.XSHE,0
20230828,000663.XSHE,0.000307922
20230828,000665.XSHE,0
20230828,000666.XSHE,0
20230828,000668.XSHE,0.000412361
20230828,000669.XSHE,0
20230828,000670.XSHE,0.000102638
20230828,000672.XSHE,0
20230828,000676.XSHE,0
20230828,000677.XSHE,0.000148461
20230828,000678.XSHE,0
20230828,000679.XSHE,0.000280954
20230828,000680.XSHE,0.000798777
20230828,000681.XSHE,0
20230828,000682.XSHE,0.000131811
20230828,000683.XSHE,0
20230828,000685.XSHE,0
20230828,000686.XSHE,0
20230828,000688.XSHE,0
20230828,000690.XSHE,0
20230828,000691.XSHE,2.99E-05
20230828,000692.XSHE,0.000939074
20230828,000695.XSHE,0
20230828,000697.XSHE,0
20230828,000698.XSHE,0.000222881
20230828,000700.XSHE,0
20230828,000701.XSHE,0
20230828,000702.XSHE,0
20230828,000703.XSHE,0
20230828,000705.XSHE,0
20230828,000707.XSHE,0
20230828,000708.XSHE,0
20230828,000709.XSHE,0
20230828,000710.XSHE,0.000267296
20230828,000711.XSHE,0.001963249
20230828,000712.XSHE,0
20230828,000713.XSHE,0
20230828,000715.XSHE,0
20230828,000716.XSHE,0
20230828,000717.XSHE,0
20230828,000718.XSHE,0
20230828,000719.XSHE,0
20230828,000720.XSHE,0.000249512
20230828,000721.XSHE,0
20230828,000722.XSHE,0
20230828,000723.XSHE,0
20230828,000725.XSHE,0
20230828,000726.XSHE,0.000395783
20230828,000727.XSHE,0
20230828,000728.XSHE,0
20230828,000729.XSHE,0
20230828,000731.XSHE,0
20230828,000733.XSHE,0
20230828,000735.XSHE,0.000163622
20230828,000736.XSHE,0
20230828,000737.XSHE,0.000698564
20230828,000738.XSHE,0
20230828,000739.XSHE,0
20230828,000750.XSHE,0
20230828,000751.XSHE,0.000614157
20230828,000752.XSHE,0
20230828,000753.XSHE,0
20230828,000755.XSHE,0
20230828,000756.XSHE,0
20230828,000757.XSHE,0.000566318
20230828,000758.XSHE,0
20230828,000759.XSHE,0.000118727
20230828,000761.XSHE,0
20230828,000762.XSHE,0
20230828,000766.XSHE,0
20230828,000767.XSHE,0
20230828,000768.XSHE,0
20230828,000776.XSHE,0
20230828,000777.XSHE,0
20230828,000778.XSHE,0
20230828,000779.XSHE,0
20230828,000782.XSHE,0.000294439
20230828,000783.XSHE,0
20230828,000785.XSHE,0.000169003
20230828,000786.XSHE,0
20230828,000788.XSHE,2.54E-05
20230828,000789.XSHE,0
20230828,000790.XSHE,0
20230828,000791.XSHE,0.000749253
20230828,000792.XSHE,0
20230828,000793.XSHE,0
20230828,000795.XSHE,0
20230828,000796.XSHE,0
20230828,000797.XSHE,0
20230828,000798.XSHE,0
20230828,000799.XSHE,0
20230828,000800.XSHE,0.000389784
20230828,000801.XSHE,0.000205577
20230828,000802.XSHE,0
20230828,000803.XSHE,0.000888433
20230828,000807.XSHE,0
20230828,000809.XSHE,0.000131393
20230828,000810.XSHE,0
20230828,000811.XSHE,0.000214605
20230828,000812.XSHE,0
20230828,000813.XSHE,0
20230828,000815.XSHE,0
20230828,000816.XSHE,0
20230828,000818.XSHE,0
20230828,000819.XSHE,0.000212121
20230828,000820.XSHE,0
20230828,000821.XSHE,0
20230828,000822.XSHE,0
20230828,000823.XSHE,0.00100952
20230828,000825.XSHE,0
20230828,000826.XSHE,0
20230828,000828.XSHE,0.000184691
20230828,000829.XSHE,0
20230828,000830.XSHE,0
20230828,000831.XSHE,0
20230828,000833.XSHE,0.000160668
20230828,000836.XSHE,2.20E-05
20230828,000837.XSHE,0
20230828,000838.XSHE,0
20230828,000839.XSHE,1.43E-05
20230828,000848.XSHE,0.000818922
20230828,000850.XSHE,0
20230828,000851.XSHE,0
20230828,000852.XSHE,0.000616053
20230828,000856.XSHE,0.000887506
20230828,000858.XSHE,0
20230828,000859.XSHE,0
20230828,000860.XSHE,0
20230828,000861.XSHE,0
20230828,000862.XSHE,0.00031326
20230828,000863.XSHE,0
20230828,000868.XSHE,0.000227953
20230828,000869.XSHE,0
20230828,000875.XSHE,0
20230828,000876.XSHE,0
20230828,000877.XSHE,7.27E-05
20230828,000878.XSHE,0
20230828,000880.XSHE,0.000126225
20230828,000881.XSHE,8.79E-05
20230828,000882.XSHE,0
20230828,000883.XSHE,0.000360118
20230828,000885.XSHE,0
20230828,000886.XSHE,0
20230828,000887.XSHE,0
20230828,000888.XSHE,0.000217931
20230828,000889.XSHE,0
20230828,000890.XSHE,0
20230828,000892.XSHE,0
20230828,000893.XSHE,0
20230828,000895.XSHE,0
20230828,000897.XSHE,0
20230828,000898.XSHE,0
20230828,000899.XSHE,0
20230828,000900.XSHE,0
20230828,000901.XSHE,0
20230828,000902.XSHE,0.000146455
20230828,000903.XSHE,0
20230828,000905.XSHE,0
20230828,000906.XSHE,0
20230828,000908.XSHE,0
20230828,000909.XSHE,0.000935227
20230828,000910.XSHE,9.17E-05
20230828,000911.XSHE,0.000926753
20230828,000912.XSHE,2.49E-05
20230828,000913.XSHE,0.000227632
20230828,000915.XSHE,0
20230828,000917.XSHE,0
20230828,000919.XSHE,0.000313874
20230828,000920.XSHE,0.000502638
20230828,000921.XSHE,0
20230828,000922.XSHE,0
20230828,000923.XSHE,3.71E-05
20230828,000925.XSHE,0.000654069
20230828,000926.XSHE,0
20230828,000927.XSHE,0
20230828,000928.XSHE,0
20230828,000929.XSHE,3.93E-05
20230828,000930.XSHE,0
20230828,000931.XSHE,0.000313498
20230828,000932.XSHE,0
20230828,000933.XSHE,0
20230828,000935.XSHE,0
20230828,000936.XSHE,0
20230828,000937.XSHE,0
20230828,000938.XSHE,0
20230828,000948.XSHE,0
20230828,000949.XSHE,0.000548267
20230828,000950.XSHE,0
20230828,000951.XSHE,0
20230828,000952.XSHE,0
20230828,000953.XSHE,0
20230828,000955.XSHE,3.39E-07
20230828,000957.XSHE,0
20230828,000958.XSHE,0
20230828,000959.XSHE,0
20230828,000960.XSHE,0
20230828,000961.XSHE,0
20230828,000962.XSHE,0
20230828,000963.XSHE,0
20230828,000965.XSHE,0
20230828,000966.XSHE,2.89E-05
20230828,000967.XSHE,0
20230828,000968.XSHE,0
20230828,000969.XSHE,0
20230828,000970.XSHE,0
20230828,000971.XSHE,0.000341565
20230828,000972.XSHE,0.0002067
20230828,000973.XSHE,0
20230828,000975.XSHE,0
20230828,000976.XSHE,0.001365979
20230828,000977.XSHE,0
20230828,000978.XSHE,0.000396904
20230828,000980.XSHE,0
20230828,000981.XSHE,0
20230828,000982.XSHE,0
20230828,000983.XSHE,0
20230828,000985.XSHE,0.00024358
20230828,000987.XSHE,0
20230828,000988.XSHE,0
20230828,000989.XSHE,0
20230828,000990.XSHE,0.000273073
20230828,000993.XSHE,0
20230828,000995.XSHE,0
20230828,000996.XSHE,0.000402332
20230828,000997.XSHE,4.79E-05
20230828,000998.XSHE,0
20230828,000999.XSHE,0
20230828,001201.XSHE,0.00016516
20230828,001202.XSHE,0
20230828,001203.XSHE,0
20230828,001205.XSHE,0
20230828,001206.XSHE,0.000244187
20230828,001207.XSHE,0.000471959
20230828,001208.XSHE,7.21E-05
20230828,001209.XSHE,0.001767971
20230828,001210.XSHE,0.000395536
20230828,001211.XSHE,0.000574348
20230828,001212.XSHE,0.000266383
20230828,001213.XSHE,0
20230828,001215.XSHE,0.000283412
20230828,001216.XSHE,0.000714245
20230828,001217.XSHE,0.00011819
20230828,001218.XSHE,0.000844238
20230828,001219.XSHE,0
20230828,001222.XSHE,0
20230828,001223.XSHE,0
20230828,001225.XSHE,0
20230828,001226.XSHE,0
20230828,001227.XSHE,0
20230828,001228.XSHE,0
20230828,001229.XSHE,0.000461774
20230828,001230.XSHE,0
20230828,001231.XSHE,0
20230828,001234.XSHE,0
20230828,001236.XSHE,0
20230828,001238.XSHE,0
20230828,001255.XSHE,0
20230828,001256.XSHE,0
20230828,001258.XSHE,0
20230828,001259.XSHE,0
20230828,001260.XSHE,0
20230828,001266.XSHE,0.000592671
20230828,001267.XSHE,0
20230828,001268.XSHE,0.000133821
20230828,001269.XSHE,0
20230828,001270.XSHE,0
20230828,001278.XSHE,0
20230828,001282.XSHE,0.000155428
20230828,001283.XSHE,7.40E-05
20230828,001286.XSHE,0
20230828,001287.XSHE,0
20230828,001288.XSHE,0.000414601
20230828,001289.XSHE,0
20230828,001296.XSHE,2.57E-05
20230828,001298.XSHE,0.000175664
20230828,001299.XSHE,0
20230828,001300.XSHE,0
20230828,001301.XSHE,0
20230828,001308.XSHE,0.000261582
20230828,001309.XSHE,0
20230828,001311.XSHE,0
20230828,001313.XSHE,0
20230828,001314.XSHE,0.000660852
20230828,001316.XSHE,0
20230828,001317.XSHE,0
20230828,001318.XSHE,0
20230828,001319.XSHE,0.000157298
20230828,001322.XSHE,0
20230828,001323.XSHE,0
20230828,001324.XSHE,0
20230828,001328.XSHE,0
20230828,001330.XSHE,0
20230828,001331.XSHE,0
20230828,001332.XSHE,0.000157736
20230828,001333.XSHE,0
20230828,001336.XSHE,0
20230828,001337.XSHE,0
20230828,001338.XSHE,0
20230828,001339.XSHE,0
20230828,001360.XSHE,0
20230828,001366.XSHE,0
20230828,001367.XSHE,0
20230828,001368.XSHE,0
20230828,001373.XSHE,0
20230828,001380.XSHE,0
20230828,001696.XSHE,0
20230828,001872.XSHE,0
20230828,001896.XSHE,0.000586826
20230828,001914.XSHE,0
20230828,001965.XSHE,7.24E-05
20230828,001979.XSHE,0
20230828,002001.XSHE,0
20230828,002002.XSHE,0
20230828,002003.XSHE,0.000210245
20230828,002004.XSHE,0.00017745
20230828,002005.XSHE,0
20230828,002006.XSHE,0
20230828,002007.XSHE,0
20230828,002008.XSHE,0
20230828,002009.XSHE,0
20230828,002010.XSHE,0
20230828,002011.XSHE,0
20230828,002012.XSHE,0
20230828,002014.XSHE,0.00065286
20230828,002015.XSHE,0
20230828,002016.XSHE,0.000122338
20230828,002017.XSHE,0
20230828,002019.XSHE,0
20230828,002020.XSHE,0
20230828,002021.XSHE,0.000770724
20230828,002022.XSHE,0
20230828,002023.XSHE,0.000489507
20230828,002024.XSHE,0
20230828,002025.XSHE,0
20230828,002026.XSHE,0.000609749
20230828,002027.XSHE,0
20230828,002028.XSHE,0
20230828,002029.XSHE,0.000202895
20230828,002030.XSHE,0
20230828,002031.XSHE,0
20230828,002032.XSHE,0
20230828,002033.XSHE,0
20230828,002034.XSHE,0
20230828,002035.XSHE,0
20230828,002036.XSHE,0
20230828,002037.XSHE,0
20230828,002038.XSHE,0
20230828,002039.XSHE,0.00011916
20230828,002040.XSHE,0
20230828,002041.XSHE,0
20230828,002042.XSHE,0
20230828,002043.XSHE,0
20230828,002044.XSHE,0
20230828,002045.XSHE,0
20230828,002046.XSHE,0.000477338
20230828,002047.XSHE,0.001045768
20230828,002048.XSHE,0
20230828,002049.XSHE,0
20230828,002050.XSHE,0
20230828,002051.XSHE,0
20230828,002052.XSHE,4.38E-05
20230828,002053.XSHE,0.000512618
20230828,002054.XSHE,0
20230828,002055.XSHE,0
20230828,002056.XSHE,0
20230828,002057.XSHE,0
20230828,002058.XSHE,0.000602793
20230828,002059.XSHE,0
20230828,002060.XSHE,0
20230828,002061.XSHE,0
20230828,002062.XSHE,0
20230828,002063.XSHE,0
20230828,002064.XSHE,0
20230828,002065.XSHE,0
20230828,002066.XSHE,0.001397739
20230828,002067.XSHE,0
20230828,002068.XSHE,0
20230828,002069.XSHE,0
20230828,002072.XSHE,0.000213334
20230828,002073.XSHE,0.000179779
20230828,002074.XSHE,0
20230828,002075.XSHE,0
20230828,002076.XSHE,0.000246914
20230828,002077.XSHE,0
20230828,002078.XSHE,0
20230828,002079.XSHE,0
20230828,002080.XSHE,0
20230828,002081.XSHE,0.000118585
20230828,002082.XSHE,0.0003022
20230828,002083.XSHE,0.000633833
20230828,002084.XSHE,5.52E-05
20230828,002085.XSHE,0
20230828,002086.XSHE,0.000236016
20230828,002087.XSHE,0.000659038
20230828,002088.XSHE,0
20230828,002089.XSHE,0
20230828,002090.XSHE,0
20230828,002091.XSHE,0
20230828,002092.XSHE,0
20230828,002093.XSHE,4.43E-05
20230828,002094.XSHE,0.000374706
20230828,002095.XSHE,0
20230828,002096.XSHE,0.00043474
20230828,002097.XSHE,0.000222403
20230828,002098.XSHE,0.000136775
20230828,002099.XSHE,0
20230828,002100.XSHE,0
20230828,002101.XSHE,0
20230828,002102.XSHE,8.29E-05
20230828,002103.XSHE,0.001681061
20230828,002104.XSHE,0
20230828,002105.XSHE,0
20230828,002106.XSHE,0
20230828,002107.XSHE,0
20230828,002108.XSHE,5.78E-05
20230828,002109.XSHE,0.000737014
20230828,002110.XSHE,0
20230828,002111.XSHE,0.001146382
20230828,002112.XSHE,0
20230828,002114.XSHE,0.000987081
20230828,002115.XSHE,0.000159253
20230828,002116.XSHE,0
20230828,002117.XSHE,0
20230828,002119.XSHE,0
20230828,002120.XSHE,0
20230828,002121.XSHE,0
20230828,002122.XSHE,0.000627374
20230828,002123.XSHE,0
20230828,002124.XSHE,0.000298145
20230828,002125.XSHE,0
20230828,002126.XSHE,0
20230828,002127.XSHE,0
20230828,002128.XSHE,0
20230828,002129.XSHE,0
20230828,002130.XSHE,0.00024224
20230828,002131.XSHE,0
20230828,002132.XSHE,0.001002995
20230828,002133.XSHE,0
20230828,002134.XSHE,0.000223161
20230828,002135.XSHE,0
20230828,002136.XSHE,0.000692424
20230828,002137.XSHE,0.000335677
20230828,002138.XSHE,0
20230828,002139.XSHE,0
20230828,002140.XSHE,0.000612457
20230828,002141.XSHE,0.000161355
20230828,002142.XSHE,0
20230828,002144.XSHE,0.000558735
20230828,002145.XSHE,0
20230828,002146.XSHE,0
20230828,002148.XSHE,0
20230828,002149.XSHE,0.000521747
20230828,002150.XSHE,0.000126606
20230828,002151.XSHE,0
20230828,002152.XSHE,0
20230828,002153.XSHE,0
20230828,002154.XSHE,0
20230828,002155.XSHE,0
20230828,002156.XSHE,0
20230828,002157.XSHE,0.00061112
20230828,002158.XSHE,0.000246322
20230828,002159.XSHE,0.000430334
20230828,002160.XSHE,0.000120842
20230828,002161.XSHE,0.000461237
20230828,002162.XSHE,0
20230828,002163.XSHE,0
20230828,002164.XSHE,0.000355089
20230828,002165.XSHE,0
20230828,002166.XSHE,9.94E-05
20230828,002167.XSHE,0.000540833
20230828,002168.XSHE,0.001025328
20230828,002169.XSHE,0.00032552
20230828,002170.XSHE,0.000676253
20230828,002171.XSHE,1.77E-05
20230828,002172.XSHE,0
20230828,002173.XSHE,0
20230828,002174.XSHE,0
20230828,002175.XSHE,2.50E-05
20230828,002176.XSHE,0
20230828,002177.XSHE,0
20230828,002178.XSHE,0
20230828,002179.XSHE,0
20230828,002180.XSHE,0
20230828,002181.XSHE,0
20230828,002182.XSHE,0
20230828,002183.XSHE,0
20230828,002184.XSHE,0.001095859
20230828,002185.XSHE,0
20230828,002186.XSHE,0
20230828,002187.XSHE,0.000331141
20230828,002188.XSHE,0.000211468
20230828,002189.XSHE,0.00097608
20230828,002190.XSHE,5.16E-06
20230828,002191.XSHE,0
20230828,002192.XSHE,0
20230828,002193.XSHE,9.24E-05
20230828,002194.XSHE,0.000138598
20230828,002195.XSHE,0
20230828,002196.XSHE,0.000106698
20230828,002197.XSHE,0
20230828,002198.XSHE,0.000126503
20230828,002199.XSHE,0.000515387
20230828,002200.XSHE,0
20230828,002201.XSHE,0.000353923
20230828,002202.XSHE,0
20230828,002203.XSHE,0.000438917
20230828,002204.XSHE,0.000385257
20230828,002205.XSHE,0
20230828,002206.XSHE,0
20230828,002207.XSHE,0.000440438
20230828,002208.XSHE,0
20230828,002209.XSHE,0.001277305
20230828,002210.XSHE,0
20230828,002211.XSHE,0.000387518
20230828,002212.XSHE,0
20230828,002213.XSHE,0.000784744
20230828,002214.XSHE,0.000299415
20230828,002215.XSHE,0.000150864
20230828,002216.XSHE,0
20230828,002217.XSHE,8.17E-05
20230828,002218.XSHE,0.000914829
20230828,002219.XSHE,0
20230828,002221.XSHE,0
20230828,002222.XSHE,0
20230828,002223.XSHE,0
20230828,002224.XSHE,0.000229458
20230828,002225.XSHE,2.73E-06
20230828,002226.XSHE,0
20230828,002227.XSHE,0.00051524
20230828,002228.XSHE,0
20230828,002229.XSHE,0
20230828,002230.XSHE,0
20230828,002231.XSHE,0
20230828,002232.XSHE,0
20230828,002233.XSHE,0
20230828,002234.XSHE,0
20230828,002235.XSHE,0
20230828,002236.XSHE,0
20230828,002237.XSHE,0
20230828,002238.XSHE,0.000533257
20230828,002239.XSHE,0
20230828,002240.XSHE,0
20230828,002241.XSHE,0
20230828,002242.XSHE,0
20230828,002243.XSHE,0.000671695
20230828,002244.XSHE,0
20230828,002245.XSHE,0
20230828,002246.XSHE,0.000154968
20230828,002247.XSHE,0
20230828,002248.XSHE,0.000897744
20230828,002249.XSHE,0
20230828,002250.XSHE,0
20230828,002251.XSHE,0
20230828,002252.XSHE,0
20230828,002253.XSHE,0.000369883
20230828,002254.XSHE,0
20230828,002255.XSHE,0.000198246
20230828,002256.XSHE,0
20230828,002258.XSHE,0
20230828,002259.XSHE,0.000238835
20230828,002261.XSHE,0
20230828,002262.XSHE,0
20230828,002263.XSHE,0.000646887
20230828,002264.XSHE,0.000297144
20230828,002265.XSHE,0
20230828,002266.XSHE,0.000365159
20230828,002267.XSHE,0
20230828,002268.XSHE,0
20230828,002269.XSHE,0
20230828,002270.XSHE,0
20230828,002271.XSHE,0
20230828,002272.XSHE,0.001327402
20230828,002273.XSHE,0
20230828,002274.XSHE,0.000116932
20230828,002275.XSHE,0.000247448
20230828,002276.XSHE,0
20230828,002277.XSHE,0
20230828,002278.XSHE,0.000529896
20230828,002279.XSHE,0
20230828,002280.XSHE,0
20230828,002281.XSHE,0
20230828,002282.XSHE,0
20230828,002283.XSHE,0
20230828,002284.XSHE,0
20230828,002285.XSHE,0
20230828,002286.XSHE,0.000433975
20230828,002287.XSHE,0
20230828,002288.XSHE,0.000433008
20230828,002289.XSHE,0.001176603
20230828,002290.XSHE,0
20230828,002291.XSHE,0
20230828,002292.XSHE,0
20230828,002293.XSHE,0.000136368
20230828,002294.XSHE,0
20230828,002295.XSHE,0.00065251
20230828,002296.XSHE,0.000309984
20230828,002297.XSHE,0
20230828,002298.XSHE,0.000680052
20230828,002299.XSHE,0
20230828,002300.XSHE,0.000313591
20230828,002301.XSHE,0.000672659
20230828,002302.XSHE,0
20230828,002303.XSHE,0
20230828,002304.XSHE,0
20230828,002305.XSHE,0
20230828,002306.XSHE,0
20230828,002307.XSHE,0
20230828,002308.XSHE,0
20230828,002309.XSHE,0
20230828,002310.XSHE,0
20230828,002311.XSHE,0
20230828,002312.XSHE,0
20230828,002313.XSHE,0.001635629
20230828,002314.XSHE,0
20230828,002315.XSHE,0
20230828,002316.XSHE,0
20230828,002317.XSHE,0
20230828,002318.XSHE,0
20230828,002319.XSHE,0
20230828,002320.XSHE,0
20230828,002321.XSHE,0
20230828,002322.XSHE,0.000306975
20230828,002323.XSHE,0
20230828,002324.XSHE,0
20230828,002325.XSHE,0
20230828,002326.XSHE,0
20230828,002327.XSHE,7.72E-05
20230828,002328.XSHE,0.000911342
20230828,002329.XSHE,0
20230828,002330.XSHE,0
20230828,002331.XSHE,0.001061253
20230828,002332.XSHE,0
20230828,002333.XSHE,0
20230828,002334.XSHE,0
20230828,002335.XSHE,0
20230828,002336.XSHE,0
20230828,002337.XSHE,0.000742047
20230828,002338.XSHE,0.000226508
20230828,002339.XSHE,0.000318174
20230828,002340.XSHE,0
20230828,002341.XSHE,0.000722103
20230828,002342.XSHE,0.000148265
20230828,002343.XSHE,0
20230828,002344.XSHE,0.000131111
20230828,002345.XSHE,0.000128039
20230828,002346.XSHE,0.0004889
20230828,002347.XSHE,0.000379082
20230828,002348.XSHE,0.000988977
20230828,002349.XSHE,0
20230828,002350.XSHE,0.000484362
20230828,002351.XSHE,0
20230828,002352.XSHE,0
20230828,002353.XSHE,0
20230828,002354.XSHE,0
20230828,002355.XSHE,0
20230828,002356.XSHE,0
20230828,002357.XSHE,0.000497199
20230828,002358.XSHE,0.00083757
20230828,002360.XSHE,0.000113933
20230828,002361.XSHE,0.000515535
20230828,002362.XSHE,0
20230828,002363.XSHE,0.000307132
20230828,002364.XSHE,0.000471368
20230828,002365.XSHE,0
20230828,002366.XSHE,0
20230828,002367.XSHE,0
20230828,002368.XSHE,0
20230828,002369.XSHE,0.000508315
20230828,002370.XSHE,0
20230828,002371.XSHE,0
20230828,002372.XSHE,0
20230828,002373.XSHE,0
20230828,002374.XSHE,0
20230828,002375.XSHE,0.000477931
20230828,002376.XSHE,0
20230828,002377.XSHE,0
20230828,002378.XSHE,4.04E-05
20230828,002379.XSHE,0
20230828,002380.XSHE,0
20230828,002381.XSHE,0.001392811
20230828,002382.XSHE,0.000192491
20230828,002383.XSHE,0.000126387
20230828,002384.XSHE,0
20230828,002385.XSHE,0
20230828,002386.XSHE,0
20230828,002387.XSHE,0.000922577
20230828,002388.XSHE,0.000414767
20230828,002389.XSHE,0
20230828,002390.XSHE,0.000382849
20230828,002391.XSHE,0.000147628
20230828,002392.XSHE,0.000588489
20230828,002393.XSHE,0
20230828,002394.XSHE,0.000176119
20230828,002395.XSHE,0.000616422
20230828,002396.XSHE,0
20230828,002397.XSHE,4.56E-05
20230828,002398.XSHE,4.84E-05
20230828,002399.XSHE,0
20230828,002400.XSHE,0
20230828,002401.XSHE,0
20230828,002402.XSHE,0.000531091
20230828,002403.XSHE,0.001347023
20230828,002404.XSHE,0
20230828,002405.XSHE,0
